Bezeichnung,Eindeutige Downloads,Eindeutige Besucher,Downloads,Von Besuchern verbrachte Gesamtzeit (in Sekunden),Metadaten: url,Metadaten: Actions_DownloadUrl,Metadaten: segment
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_21.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_21.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_21.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_21.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_22.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_22.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_22.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_22.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_23.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_23.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_23.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_23.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_24.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_24.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_24.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_24.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_25.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_25.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_25.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_25.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_26.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_26.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_26.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_26.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_27.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_27.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_27.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_27.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_28.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_28.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_28.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_28.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_29.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_29.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_29.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_29.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_30.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_30.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_30.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_30.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_31.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_31.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_31.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_31.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_32.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_32.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_32.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_32.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_33.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_33.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_33.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_33.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_34.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_34.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_34.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_34.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_35.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_35.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_35.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_35.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_kanton.json?1_0.4414315640635882,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_kanton.json?1_0.4414315640635882,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_kanton.json?1_0.4414315640635882,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_kanton.json%3F1_0.4414315640635882
www.wahlen.zh.ch/wahlen/rr09/amtliches/pdf/ktnrr.pdf,1,1,1,0,http://www.wahlen.zh.ch/wahlen/rr09/amtliches/pdf/ktnrr.pdf,www.wahlen.zh.ch/wahlen/rr09/amtliches/pdf/ktnrr.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Frr09%2Famtliches%2Fpdf%2Fktnrr.pdf
www.wahlen.zh.ch/wahlen/vis/nrw2015Desktop/data/GemeindenWahlkreise_KR2015.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/vis/nrw2015Desktop/data/GemeindenWahlkreise_KR2015.json,www.wahlen.zh.ch/wahlen/vis/nrw2015Desktop/data/GemeindenWahlkreise_KR2015.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fvis%2Fnrw2015Desktop%2Fdata%2FGemeindenWahlkreise_KR2015.json
www.wahlen.zh.ch/wahlen07/kandidierende/pdf/wk 11.pdf,1,1,1,0,http://www.wahlen.zh.ch/wahlen07/kandidierende/pdf/wk%2011.pdf,www.wahlen.zh.ch/wahlen07/kandidierende/pdf/wk 11.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen07%2Fkandidierende%2Fpdf%2Fwk+11.pdf
www.wahlen.zh.ch/wahlen2019/backendtest/data2015prod/nur_kappel_am_albis_gruen/data/krw/hochrechnung.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen2019/backendtest/data2015prod/nur_kappel_am_albis_gruen/data/krw/hochrechnung.json,www.wahlen.zh.ch/wahlen2019/backendtest/data2015prod/nur_kappel_am_albis_gruen/data/krw/hochrechnung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fbackendtest%2Fdata2015prod%2Fnur_kappel_am_albis_gruen%2Fdata%2Fkrw%2Fhochrechnung.json
www.wahlen.zh.ch/wahlen2019/backendtest/data2015prod/nur_kappel_am_albis_gruen/data/rrw/hochrechnung.json,1,1,2,0,http://www.wahlen.zh.ch/wahlen2019/backendtest/data2015prod/nur_kappel_am_albis_gruen/data/rrw/hochrechnung.json,www.wahlen.zh.ch/wahlen2019/backendtest/data2015prod/nur_kappel_am_albis_gruen/data/rrw/hochrechnung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fbackendtest%2Fdata2015prod%2Fnur_kappel_am_albis_gruen%2Fdata%2Frrw%2Fhochrechnung.json
www.wahlen.zh.ch/wahlen2019/backendtest/data2019test/alle_gruen/data/krw/hochrechnung.json,1,1,2,0,http://www.wahlen.zh.ch/wahlen2019/backendtest/data2019test/alle_gruen/data/krw/hochrechnung.json,www.wahlen.zh.ch/wahlen2019/backendtest/data2019test/alle_gruen/data/krw/hochrechnung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fbackendtest%2Fdata2019test%2Falle_gruen%2Fdata%2Fkrw%2Fhochrechnung.json
www.wahlen.zh.ch/wahlen2019/backendtest/data2019test/alle_gruen/data/rrw/hochrechnung.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen2019/backendtest/data2019test/alle_gruen/data/rrw/hochrechnung.json,www.wahlen.zh.ch/wahlen2019/backendtest/data2019test/alle_gruen/data/rrw/hochrechnung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fbackendtest%2Fdata2019test%2Falle_gruen%2Fdata%2Frrw%2Fhochrechnung.json
www.wahlen.zh.ch/wahlen2019/dev/data/krw/listen.json,1,1,2,0,http://www.wahlen.zh.ch/wahlen2019/dev/data/krw/listen.json,www.wahlen.zh.ch/wahlen2019/dev/data/krw/listen.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fdev%2Fdata%2Fkrw%2Flisten.json
www.wahlen.zh.ch/wahlen2019/dev/data/krw/listengde.json,1,1,2,0,http://www.wahlen.zh.ch/wahlen2019/dev/data/krw/listengde.json,www.wahlen.zh.ch/wahlen2019/dev/data/krw/listengde.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fdev%2Fdata%2Fkrw%2Flistengde.json
www.wahlen.zh.ch/wahlen2019/dev/data/rrw/kandidaten_gemeinden.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen2019/dev/data/rrw/kandidaten_gemeinden.json,www.wahlen.zh.ch/wahlen2019/dev/data/rrw/kandidaten_gemeinden.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fdev%2Fdata%2Frrw%2Fkandidaten_gemeinden.json
www.wahlen.zh.ch/wahlen2019/dev/data/rrw/kandidaten_kanton_bezirke.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen2019/dev/data/rrw/kandidaten_kanton_bezirke.json,www.wahlen.zh.ch/wahlen2019/dev/data/rrw/kandidaten_kanton_bezirke.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fdev%2Fdata%2Frrw%2Fkandidaten_kanton_bezirke.json
www.wahlen.zh.ch/wahlen2019/dev/data/rrw/wahlbeteiligung.json,1,1,2,0,http://www.wahlen.zh.ch/wahlen2019/dev/data/rrw/wahlbeteiligung.json,www.wahlen.zh.ch/wahlen2019/dev/data/rrw/wahlbeteiligung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fdev%2Fdata%2Frrw%2Fwahlbeteiligung.json
www.wahlen.zh.ch/wahlen2019/intern/data/krw/WPStatic_Gemeinden.csv,1,1,1,0,http://www.wahlen.zh.ch/wahlen2019/intern/data/krw/WPStatic_Gemeinden.csv,www.wahlen.zh.ch/wahlen2019/intern/data/krw/WPStatic_Gemeinden.csv,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fintern%2Fdata%2Fkrw%2FWPStatic_Gemeinden.csv
www.wahlen.zh.ch/wahlen2019/intern/hochrechnung/hochrechnung.csv,1,1,165,0,http://www.wahlen.zh.ch/wahlen2019/intern/hochrechnung/hochrechnung.csv,www.wahlen.zh.ch/wahlen2019/intern/hochrechnung/hochrechnung.csv,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fintern%2Fhochrechnung%2Fhochrechnung.csv
www.wahlen.zh.ch/wahlen2019/intern/hochrechnung/hochrechnung_rrw.csv,1,1,59,0,http://www.wahlen.zh.ch/wahlen2019/intern/hochrechnung/hochrechnung_rrw.csv,www.wahlen.zh.ch/wahlen2019/intern/hochrechnung/hochrechnung_rrw.csv,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fintern%2Fhochrechnung%2Fhochrechnung_rrw.csv
www.wahlen.zh.ch/wahlen2019/medien/data/krw/gemeinden.json,1,1,8,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/krw/gemeinden.json,www.wahlen.zh.ch/wahlen2019/medien/data/krw/gemeinden.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Fkrw%2Fgemeinden.json
www.wahlen.zh.ch/wahlen2019/medien/data/krw/WPStatic_Gemeinden.csv,1,1,1,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/krw/WPStatic_Gemeinden.csv,www.wahlen.zh.ch/wahlen2019/medien/data/krw/WPStatic_Gemeinden.csv,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Fkrw%2FWPStatic_Gemeinden.csv
www.wahlen.zh.ch/wahlen2019/medien/data/krw/zeitreihen.json,1,1,2,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/krw/zeitreihen.json,www.wahlen.zh.ch/wahlen2019/medien/data/krw/zeitreihen.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Fkrw%2Fzeitreihen.json
www.wahlen.zh.ch/wahlen2019/medien/data/krw_2019/hochrechnung.json,1,1,3,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/krw_2019/hochrechnung.json,www.wahlen.zh.ch/wahlen2019/medien/data/krw_2019/hochrechnung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Fkrw_2019%2Fhochrechnung.json
www.wahlen.zh.ch/wahlen2019/medien/data/krw_2019/kandidatengde.json,1,1,4,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/krw_2019/kandidatengde.json,www.wahlen.zh.ch/wahlen2019/medien/data/krw_2019/kandidatengde.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Fkrw_2019%2Fkandidatengde.json
www.wahlen.zh.ch/wahlen2019/medien/data/rrw_2019/hochrechnung.json,1,1,2,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/rrw_2019/hochrechnung.json,www.wahlen.zh.ch/wahlen2019/medien/data/rrw_2019/hochrechnung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Frrw_2019%2Fhochrechnung.json
www.wahlen.zh.ch/wahlen2019/medien/data/rrw_2019/kandidaten_kanton_bezirke.json,1,1,2,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/rrw_2019/kandidaten_kanton_bezirke.json,www.wahlen.zh.ch/wahlen2019/medien/data/rrw_2019/kandidaten_kanton_bezirke.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Frrw_2019%2Fkandidaten_kanton_bezirke.json
